Age,Experience,Income,ZIPCode,Family,CCAvg,Education,Mortgage,SecuritiesAccount,CDAccount,Online,CreditCard,PersonalLoan
47,22,53,92677,4,1.9,3,98,Yes,Yes,No,Yes,No
53,29,120,92626,4,2.7,2,111,Yes,Yes,Yes,No,Yes
49,24,50,94706,4,1.8,3,0,Yes,No,No,No,No
44,19,172,94306,2,4.3,3,391,Yes,Yes,Yes,No,Yes
62,38,91,95929,1,3.8,1,0,Yes,No,Yes,No,No
39,14,113,94301,1,1,3,0,Yes,No,Yes,No,No
52,27,43,93555,1,1.3,2,0,Yes,No,Yes,No,No
42,18,34,92115,4,0.3,1,104,Yes,No,Yes,No,No
32,6,50,90401,4,2.1,3,0,Yes,Yes,Yes,Yes,No
27,2,68,94025,3,2.6,3,203,Yes,No,No,No,No
30,5,38,95064,4,2,2,0,Yes,No,No,No,No
44,20,79,95051,4,2,3,0,Yes,Yes,Yes,Yes,No
60,35,108,94904,1,0.9,1,0,Yes,No,No,No,No
63,39,72,93106,3,2,3,190,Yes,No,Yes,No,No
65,41,105,92612,1,3,2,282,Yes,Yes,Yes,No,Yes
62,37,83,91754,3,1.8,2,187,Yes,No,No,No,No
61,37,40,94539,4,2.2,1,0,Yes,Yes,Yes,Yes,No
57,32,21,94112,3,0.1,2,0,Yes,Yes,Yes,No,No
52,28,81,91745,3,1.8,2,0,Yes,No,No,No,No
33,6,78,90250,4,2,2,119,Yes,No,Yes,No,No
42,18,71,91614,3,2.33,1,106,Yes,No,Yes,No,No
44,20,160,94606,2,7.6,1,0,Yes,No,No,No,No
39,15,72,94801,4,2.4,1,0,Yes,No,Yes,No,No
57,33,121,94542,1,4.3,1,0,Yes,No,No,No,No
33,8,58,94305,2,0.1,1,0,Yes,Yes,Yes,Yes,No
41,16,23,94521,2,1.4,2,0,Yes,No,Yes,No,No
60,30,28,92354,1,1.5,3,124,Yes,No,Yes,No,No
40,15,161,94596,2,3.3,1,0,Yes,No,No,Yes,No
57,32,34,92507,2,2,2,0,Yes,No,No,No,No
32,6,38,92868,1,0.3,1,0,Yes,Yes,Yes,No,No
55,30,32,91330,4,0.1,3,0,Yes,No,No,No,No
51,27,112,94720,3,1.8,2,0,Yes,Yes,Yes,Yes,No
54,30,24,94109,4,0.2,1,0,Yes,No,No,No,No
38,12,138,95112,2,0,1,0,Yes,No,Yes,No,No
27,3,98,95616,2,2.5,1,361,Yes,Yes,Yes,Yes,No
30,5,69,94720,1,0.8,2,0,Yes,No,Yes,No,No
35,11,40,93106,1,2.4,2,0,Yes,No,Yes,No,No
34,9,105,90035,3,1.2,3,0,Yes,No,No,No,No
28,3,65,95014,3,2.6,3,0,Yes,No,No,No,No
25,1,70,92120,4,2.6,1,0,Yes,No,Yes,No,No
34,9,55,94920,3,2.3,1,0,Yes,Yes,Yes,Yes,No
57,33,9,93106,1,0.1,2,91,Yes,No,Yes,No,No
51,26,134,90230,4,4.5,3,0,Yes,Yes,Yes,No,Yes
30,6,83,93101,4,3.4,1,0,Yes,No,Yes,No,No
41,17,94,90071,3,3.8,2,327,Yes,Yes,Yes,No,Yes
36,11,98,90291,3,1.2,3,0,Yes,No,No,Yes,No
39,15,168,93117,2,8,1,152,Yes,No,No,No,No
50,25,84,91107,1,1.3,3,0,Yes,No,Yes,No,No
64,38,39,92120,1,0.5,3,0,Yes,Yes,Yes,Yes,No
50,23,23,94720,2,1,2,0,Yes,No,No,No,No
58,34,44,94111,4,2.2,1,0,Yes,No,No,No,No
59,33,68,94105,2,2.3,3,128,Yes,No,Yes,No,No
60,33,154,90740,1,3,2,0,Yes,Yes,Yes,No,Yes
55,30,40,94126,2,2.3,3,0,Yes,No,Yes,No,No
34,8,11,91320,4,0.3,1,0,Yes,Yes,Yes,Yes,No
55,29,131,92675,2,2.7,1,0,Yes,No,No,No,No
56,26,38,94305,3,1,3,110,Yes,No,Yes,No,No
66,41,105,93023,1,0.8,3,0,Yes,Yes,Yes,Yes,No
61,36,153,91105,1,2.6,2,0,Yes,Yes,No,Yes,Yes
56,32,89,92096,4,1,2,90,Yes,No,Yes,No,No
63,37,20,90066,1,0.8,2,0,Yes,No,No,Yes,No
62,38,39,96003,4,2.2,1,0,Yes,No,Yes,No,No
26,2,72,92647,4,2.6,1,0,Yes,Yes,Yes,No,No
33,7,83,95211,1,2.5,1,0,Yes,Yes,Yes,Yes,No
57,33,45,94080,3,1.5,1,181,Yes,Yes,Yes,Yes,No
32,7,54,96008,4,1.3,1,0,Yes,No,Yes,No,No
48,23,112,93014,1,5.1,2,86,Yes,Yes,Yes,No,Yes
27,3,112,90066,3,2.5,1,389,Yes,No,Yes,No,No
56,30,59,95833,3,0.8,1,159,Yes,No,Yes,No,No
56,30,111,93106,4,0.3,1,372,Yes,Yes,Yes,No,Yes
49,24,13,94608,1,0.4,3,101,Yes,No,No,No,No
43,19,201,94305,2,6.67,1,0,Yes,No,Yes,No,No
42,16,191,94304,3,4.8,2,0,Yes,Yes,Yes,No,Yes
42,15,14,92064,3,1,2,0,Yes,No,No,No,No
43,17,44,94611,1,0.2,1,0,Yes,Yes,Yes,No,No
39,9,29,94701,3,2,3,151,Yes,No,No,No,No
56,32,85,94132,3,2.67,1,0,Yes,No,Yes,No,No
45,15,28,95039,1,0.75,3,0,Yes,No,No,No,No
36,11,40,93611,2,1.1,2,166,Yes,No,No,No,No
62,38,54,91320,1,0.8,1,0,Yes,No,No,Yes,No
27,3,104,92007,2,2.5,1,184,Yes,No,Yes,No,No
53,28,74,91711,3,2,2,0,Yes,No,No,No,No
55,29,42,95833,4,2.5,1,0,Yes,No,No,No,No
31,5,129,95814,3,5.9,3,319,Yes,Yes,No,Yes,Yes
51,25,70,90095,1,0.8,3,0,Yes,No,Yes,No,No
55,30,69,91007,4,1.3,3,0,Yes,Yes,Yes,Yes,No
30,5,61,95605,1,0.8,2,251,Yes,Yes,Yes,No,No
40,16,83,92350,1,0.8,2,230,Yes,No,Yes,No,No
44,18,68,93943,4,2.9,1,0,Yes,No,No,No,No
46,21,30,92697,1,1.4,3,112,Yes,No,No,No,No
50,25,9,91911,2,0,1,0,Yes,No,No,No,No
31,5,180,94720,1,2.9,3,144,Yes,No,No,No,Yes
42,18,120,93407,2,7.5,1,0,Yes,No,No,No,No
42,17,111,94304,3,3,1,0,Yes,Yes,No,Yes,Yes
50,26,42,91784,2,1,3,78,Yes,No,Yes,No,No
39,14,74,93063,1,0.1,2,144,Yes,No,Yes,No,No
30,5,98,92028,4,1.8,3,129,Yes,Yes,Yes,Yes,No
59,33,68,95064,2,2.3,3,0,Yes,No,No,No,No
56,30,43,90401,2,0.3,1,0,Yes,No,No,No,No
62,36,35,94501,2,0.7,3,0,Yes,No,No,Yes,No
34,9,31,92521,4,1.1,3,85,Yes,Yes,Yes,Yes,No
57,33,122,94301,2,6,1,153,Yes,Yes,Yes,Yes,No
52,22,154,90650,1,5,3,0,Yes,Yes,Yes,No,Yes
40,16,12,90033,1,1,1,91,Yes,No,No,No,No
43,17,91,95134,1,5.2,1,0,Yes,No,No,No,No
35,8,44,94590,2,1.67,2,0,Yes,No,No,Yes,No
54,30,121,95039,2,1.1,3,0,Yes,No,No,No,Yes
55,30,153,94305,2,2.8,2,0,Yes,Yes,Yes,No,Yes
44,18,68,92673,4,2.9,1,0,Yes,No,No,Yes,No
57,33,149,95060,1,4.7,1,0,Yes,No,No,No,No
42,18,45,95616,1,0.7,1,0,Yes,No,Yes,No,No
39,15,121,92354,1,3.5,1,368,Yes,No,Yes,No,No
31,5,101,94501,1,2.9,3,170,Yes,No,No,No,No
46,21,44,95112,1,0.3,1,110,Yes,No,Yes,No,No
38,13,63,92325,3,0.5,3,190,Yes,Yes,Yes,Yes,No
40,16,78,90720,4,2.4,1,0,Yes,Yes,Yes,No,No
43,18,113,90036,2,0.4,1,325,Yes,No,No,No,No
39,14,10,92705,2,0.3,2,0,Yes,No,No,Yes,No
23,-2,82,92152,2,1.8,2,0,Yes,No,No,Yes,No
60,34,65,95354,3,2.2,3,94,Yes,Yes,No,Yes,No
34,8,175,95051,4,1.1,3,0,Yes,Yes,Yes,Yes,Yes
54,28,64,90095,2,0.8,3,0,Yes,No,Yes,No,No
41,15,158,94304,1,4.7,2,0,Yes,Yes,No,Yes,Yes
40,16,44,93407,1,1.8,1,0,Yes,No,Yes,No,No
45,21,58,94025,3,0.3,3,0,Yes,No,Yes,No,No
36,11,101,90212,3,1.2,3,0,Yes,No,No,Yes,No
41,17,42,91910,4,2.2,2,185,Yes,No,Yes,No,No
25,-1,13,95616,4,0.4,1,0,Yes,No,No,No,No
62,36,103,92182,2,2.8,1,0,Yes,Yes,Yes,No,No
36,11,162,94583,1,8.6,1,153,Yes,No,Yes,No,No
42,17,73,90089,4,0.4,1,0,Yes,No,No,No,No
34,9,60,94306,4,1.3,1,0,Yes,No,No,No,No
33,8,58,92037,4,1.3,1,0,Yes,No,No,No,No
64,40,18,94309,2,0.3,3,0,Yes,Yes,Yes,Yes,No
64,39,49,94591,2,1.5,1,0,Yes,No,Yes,No,No
57,33,91,95133,1,4.3,1,81,Yes,No,No,No,No
65,39,105,91380,4,1.7,3,0,Yes,No,Yes,No,No
46,20,15,95370,4,0.6,3,0,Yes,No,Yes,No,No
31,5,84,94720,4,1.8,2,0,Yes,No,Yes,No,No
39,15,30,94305,4,0.3,1,0,Yes,No,No,Yes,No
35,11,30,94303,1,1.7,1,0,Yes,No,No,Yes,No
28,2,84,94305,1,2.9,3,102,Yes,Yes,No,Yes,No
55,29,21,92704,4,0.7,3,0,Yes,No,Yes,No,No
42,17,79,92103,1,3.7,3,0,Yes,No,No,Yes,No
29,4,120,94553,1,4.1,2,0,Yes,Yes,No,Yes,Yes
43,19,70,91711,3,2.33,1,0,Yes,No,No,No,No
37,11,43,92521,4,1.2,2,0,Yes,No,No,No,No
56,30,31,94117,2,0.3,1,109,Yes,Yes,Yes,Yes,No
63,39,49,93943,4,1.2,2,109,Yes,Yes,Yes,Yes,No
30,5,80,91311,4,2.2,2,0,Yes,No,Yes,No,No
52,27,39,92612,4,0.2,2,0,Yes,No,Yes,No,No
24,-2,50,94920,3,2.4,2,0,Yes,No,No,No,No
26,2,62,94080,4,1.6,1,0,Yes,No,No,No,No
37,11,71,94501,2,1.8,1,127,Yes,No,No,No,No
33,7,15,92152,1,0.4,2,82,Yes,Yes,Yes,Yes,No
42,18,143,95630,1,1.7,1,0,Yes,No,Yes,No,No
51,27,12,92834,3,0.4,1,0,Yes,Yes,Yes,Yes,No
41,15,91,90502,1,2.8,3,330,Yes,No,Yes,No,No
61,36,124,94611,2,3.9,1,0,Yes,No,No,Yes,No
54,27,51,94309,3,1,2,113,Yes,Yes,Yes,Yes,No
31,5,90,94301,2,1.3,1,0,Yes,No,Yes,No,No
45,19,40,95060,1,0.2,1,0,Yes,Yes,Yes,Yes,No
50,26,11,93106,4,0.2,1,0,Yes,No,No,No,No
64,39,73,94025,3,2.2,1,0,Yes,No,No,Yes,No
39,14,18,92037,4,0.2,3,0,Yes,No,No,No,No
59,35,180,96008,2,6.5,2,0,Yes,Yes,Yes,Yes,Yes
40,16,89,95814,3,3.9,2,216,Yes,Yes,Yes,No,Yes
51,25,21,90840,2,0.4,3,76,Yes,No,Yes,No,No
46,22,89,94303,1,2.7,1,0,Yes,Yes,Yes,Yes,No
32,7,111,90277,1,3.8,1,0,Yes,No,No,No,No
60,34,78,90401,3,4.4,1,0,Yes,No,No,No,No
39,14,161,95064,1,4.1,1,509,Yes,No,No,No,No
42,18,135,95136,2,3.3,1,0,Yes,Yes,Yes,Yes,No
26,1,54,91709,2,1.6,3,0,Yes,No,No,No,No
61,37,158,94720,2,6,1,306,Yes,Yes,Yes,Yes,No
60,34,38,92182,3,2.2,3,0,Yes,No,No,No,No
58,32,40,90057,1,1.6,1,0,Yes,Yes,Yes,Yes,No
56,31,28,94040,1,1.5,2,0,Yes,Yes,Yes,Yes,No
40,14,53,94025,3,0.5,3,0,Yes,Yes,Yes,Yes,No
59,33,38,94132,3,2.2,3,178,Yes,Yes,Yes,Yes,No
40,15,90,94063,4,1.1,2,0,Yes,No,Yes,No,No
36,9,40,92518,2,1.67,2,129,Yes,No,Yes,No,No
53,29,20,94131,1,0.2,1,0,Yes,Yes,Yes,Yes,No
41,16,109,94801,3,1,1,0,Yes,No,Yes,No,No
55,29,79,94608,2,1.1,1,0,Yes,No,Yes,No,No
28,2,188,92350,2,4.5,1,0,Yes,No,Yes,No,No
46,20,19,94105,3,0.5,2,97,Yes,No,Yes,No,No
26,0,44,94305,4,1.3,3,0,Yes,No,No,No,No
57,32,60,93407,3,1.7,1,0,Yes,Yes,Yes,Yes,No
30,5,85,91910,2,2.5,1,293,Yes,Yes,Yes,Yes,No
47,21,38,91101,3,0.6,2,0,Yes,No,No,No,No
43,19,129,95039,1,5,1,0,Yes,No,Yes,No,No
40,14,93,93933,1,2.8,3,328,Yes,Yes,Yes,Yes,No
27,3,81,90291,3,1.5,1,307,Yes,Yes,Yes,Yes,No
43,19,73,94301,3,2.33,1,0,Yes,Yes,Yes,Yes,No
43,19,35,94112,1,0.3,3,120,Yes,No,Yes,No,No
48,22,74,93950,1,1.4,3,0,Yes,No,No,No,No
51,27,55,93014,1,1.6,2,197,Yes,No,Yes,No,No
